run_id,timestamp,timestamp_utc,asset,category,price,sma20,sma200,realized_vwap,p_dev,mvrv_ratio,mvrv_score,flow_ratio,flow_score,vol_ratio,vol_score,v_internal,vam_final,status,action,target_weight_pct,vam_market_final,market_regime,btc_score,altcoin_index,weight_btc_cap,weight_alt_cap,funding_rate_pct,leverage_status,leverage_penalty_pct,gold_ratio_paxg_btc,risk_paxg_pct,total_risk_penalty_pct,target_alloc_btc_pct,target_alloc_alt_pct,target_alloc_paxg_pct,target_alloc_usdt_pct,eth_rpc_source,eth_latest_block,eth_tx_count_5b,eth_active_addrs_5b,top_5_basket
20260905_203810,2026-09-05 20:38:10,2026-09-05 13:38:10 UTC,PAXG,Hedge,4434.0,,,,,,,,,,,,,Phòng thủ Vĩ mô,Bảo hiểm tài sản,5.49,46.2,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.22,43.82,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055651,4.97,4.97,33.56,35.73,5.49,25.22,Live_RPC (ethereum-rpc.publicnode.com),25911475,1423,1665,"ETH,BNB,XRP,SOL,TRX"
20260905_203810,2026-09-05 20:38:10,2026-09-05 13:38:10 UTC,USDT,Cash,1.0,,,,,,,,,,,,,Thanh khoản Chờ Gom,Dry Powder,25.22,46.2,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.22,43.82,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055651,4.97,4.97,33.56,35.73,5.49,25.22,Live_RPC (ethereum-rpc.publicnode.com),25911475,1423,1665,"ETH,BNB,XRP,SOL,TRX"
20260905_203814,2026-09-05 20:38:14,2026-09-05 13:38:14 UTC,BTC,Core,79674.56,76464.6755,69718.4832,81766.037,90.95,0.9744,9.69,0.9361,35.13,1.0567,52.83,49.69,47.22,CÂN BẰNG,GIỮ NGUYÊN TỶ TRỌNG CHUẨN,33.56,46.2,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.22,43.82,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055651,4.97,4.97,33.56,35.73,5.49,25.22,Live_RPC (ethereum-rpc.publicnode.com),25911474,1425,1661,"ETH,BNB,XRP,SOL,TRX"
20260905_203814,2026-09-05 20:38:14,2026-09-05 13:38:14 UTC,ETH,Altcoin,2457.35,2388.6125,2036.9629,2737.7531,90.84,0.8976,5.42,0.9591,43.59,1.213,60.65,51.24,48.69,CÂN BẰNG,GIỮ NGUYÊN TỶ TRỌNG CHUẨN,7.15,46.2,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.22,43.82,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055651,4.97,4.97,33.56,35.73,5.49,25.22,Live_RPC (ethereum-rpc.publicnode.com),25911474,1425,1661,"ETH,BNB,XRP,SOL,TRX"
20260905_203814,2026-09-05 20:38:14,2026-09-05 13:38:14 UTC,BNB,Altcoin,765.07,686.926,620.645,875.1019,94.25,0.8743,4.13,0.9559,50.71,0.9753,48.77,51.68,49.11,CÂN BẰNG,GIỮ NGUYÊN TỶ TRỌNG CHUẨN,7.15,46.2,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.22,43.82,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055651,4.97,4.97,33.56,35.73,5.49,25.22,Live_RPC (ethereum-rpc.publicnode.com),25911474,1425,1661,"ETH,BNB,XRP,SOL,TRX"
20260905_203814,2026-09-05 20:38:14,2026-09-05 13:38:14 UTC,XRP,Altcoin,1.4125,1.3545,1.2745,1.7662,93.56,0.7997,0.0,0.9707,68.41,0.8836,44.18,53.05,50.42,CÂN BẰNG,GIỮ NGUYÊN TỶ TRỌNG CHUẨN,7.15,46.2,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.22,43.82,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055651,4.97,4.97,33.56,35.73,5.49,25.22,Live_RPC (ethereum-rpc.publicnode.com),25911474,1425,1661,"ETH,BNB,XRP,SOL,TRX"
20260905_203814,2026-09-05 20:38:14,2026-09-05 13:38:14 UTC,SOL,Altcoin,102.95,96.984,82.353,123.9043,91.39,0.8309,1.72,1.0047,47.96,0.7104,35.52,47.42,45.06,CÂN BẰNG,GIỮ NGUYÊN TỶ TRỌNG CHUẨN,7.15,46.2,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.22,43.82,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055651,4.97,4.97,33.56,35.73,5.49,25.22,Live_RPC (ethereum-rpc.publicnode.com),25911474,1425,1661,"ETH,BNB,XRP,SOL,TRX"
20260905_203814,2026-09-05 20:38:14,2026-09-05 13:38:14 UTC,TRX,Altcoin,0.3333,0.3358,0.3245,0.31,28.13,1.0751,15.28,0.8358,28.84,0.9314,46.57,27.18,25.83,ĐỊNH GIÁ THẤP,TÍCH LŨY MẠNH (+Tỷ trọng),7.15,46.2,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.22,43.82,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055651,4.97,4.97,33.56,35.73,5.49,25.22,Live_RPC (ethereum-rpc.publicnode.com),25911474,1425,1661,"ETH,BNB,XRP,SOL,TRX"
20260905_203814,2026-09-05 20:38:14,2026-09-05 13:38:14 UTC,PAXG,Hedge,4434.0,,,,,,,,,,,,,Phòng thủ Vĩ mô,Bảo hiểm tài sản,5.49,46.2,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.22,43.82,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055651,4.97,4.97,33.56,35.73,5.49,25.22,Live_RPC (ethereum-rpc.publicnode.com),25911474,1425,1661,"ETH,BNB,XRP,SOL,TRX"
20260905_203814,2026-09-05 20:38:14,2026-09-05 13:38:14 UTC,USDT,Cash,1.0,,,,,,,,,,,,,Thanh khoản Chờ Gom,Dry Powder,25.22,46.2,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.22,43.82,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055651,4.97,4.97,33.56,35.73,5.49,25.22,Live_RPC (ethereum-rpc.publicnode.com),25911474,1425,1661,"ETH,BNB,XRP,SOL,TRX"
20260905_204016,2026-09-05 20:40:16,2026-09-05 13:40:16 UTC,BTC,Core,79662.01,76464.048,69718.4205,81766.0235,90.94,0.9743,9.68,0.9361,35.13,1.0567,52.83,49.69,47.21,CÂN BẰNG,GIỮ NGUYÊN TỶ TRỌNG CHUẨN,33.57,46.19,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.21,43.82,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.05566,4.98,4.98,33.57,35.72,5.49,25.22,Live_RPC (ethereum-rpc.publicnode.com),25911485,1125,1283,"ETH,BNB,XRP,SOL,TRX"
20260905_204016,2026-09-05 20:40:16,2026-09-05 13:40:16 UTC,ETH,Altcoin,2456.84,2388.587,2036.9603,2737.7524,90.83,0.8974,5.41,0.9591,43.59,1.213,60.65,51.23,48.68,CÂN BẰNG,GIỮ NGUYÊN TỶ TRỌNG CHUẨN,7.14,46.19,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.21,43.82,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.05566,4.98,4.98,33.57,35.72,5.49,25.22,Live_RPC (ethereum-rpc.publicnode.com),25911485,1125,1283,"ETH,BNB,XRP,SOL,TRX"
20260905_204016,2026-09-05 20:40:16,2026-09-05 13:40:16 UTC,BNB,Altcoin,765.04,686.9245,620.6449,875.101,94.24,0.8742,4.12,0.9559,50.71,0.9753,48.77,51.68,49.1,CÂN BẰNG,GIỮ NGUYÊN TỶ TRỌNG CHUẨN,7.14,46.19,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.21,43.82,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.05566,4.98,4.98,33.57,35.72,5.49,25.22,Live_RPC (ethereum-rpc.publicnode.com),25911485,1125,1283,"ETH,BNB,XRP,SOL,TRX"
20260905_204016,2026-09-05 20:40:16,2026-09-05 13:40:16 UTC,XRP,Altcoin,1.412,1.3545,1.2745,1.7662,93.54,0.7995,0.0,0.9707,68.41,0.8836,44.18,53.05,50.41,CÂN BẰNG,GIỮ NGUYÊN TỶ TRỌNG CHUẨN,7.14,46.19,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.21,43.82,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.05566,4.98,4.98,33.57,35.72,5.49,25.22,Live_RPC (ethereum-rpc.publicnode.com),25911485,1125,1283,"ETH,BNB,XRP,SOL,TRX"
20260905_204016,2026-09-05 20:40:16,2026-09-05 13:40:16 UTC,SOL,Altcoin,102.95,96.984,82.353,123.9043,91.39,0.8309,1.72,1.0047,47.96,0.7104,35.52,47.42,45.06,CÂN BẰNG,GIỮ NGUYÊN TỶ TRỌNG CHUẨN,7.14,46.19,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.21,43.82,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.05566,4.98,4.98,33.57,35.72,5.49,25.22,Live_RPC (ethereum-rpc.publicnode.com),25911485,1125,1283,"ETH,BNB,XRP,SOL,TRX"
20260905_204016,2026-09-05 20:40:16,2026-09-05 13:40:16 UTC,TRX,Altcoin,0.3333,0.3358,0.3245,0.31,28.13,1.0751,15.28,0.8358,28.84,0.9314,46.57,27.18,25.83,ĐỊNH GIÁ THẤP,TÍCH LŨY MẠNH (+Tỷ trọng),7.14,46.19,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.21,43.82,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.05566,4.98,4.98,33.57,35.72,5.49,25.22,Live_RPC (ethereum-rpc.publicnode.com),25911485,1125,1283,"ETH,BNB,XRP,SOL,TRX"
20260905_204016,2026-09-05 20:40:16,2026-09-05 13:40:16 UTC,PAXG,Hedge,4434.01,,,,,,,,,,,,,Phòng thủ Vĩ mô,Bảo hiểm tài sản,5.49,46.19,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.21,43.82,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.05566,4.98,4.98,33.57,35.72,5.49,25.22,Live_RPC (ethereum-rpc.publicnode.com),25911485,1125,1283,"ETH,BNB,XRP,SOL,TRX"
20260905_204016,2026-09-05 20:40:16,2026-09-05 13:40:16 UTC,USDT,Cash,1.0,,,,,,,,,,,,,Thanh khoản Chờ Gom,Dry Powder,25.22,46.19,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.21,43.82,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.05566,4.98,4.98,33.57,35.72,5.49,25.22,Live_RPC (ethereum-rpc.publicnode.com),25911485,1125,1283,"ETH,BNB,XRP,SOL,TRX"
20260905_210255,2026-09-05 21:02:55,2026-09-05 14:02:55 UTC,BTC,Core,79673.48,76464.6215,69718.4778,81765.9621,90.95,0.9744,9.69,0.9361,35.13,1.0567,52.83,49.69,47.23,CÂN BẰNG,GIỮ NGUYÊN TỶ TRỌNG CHUẨN,33.56,46.2,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.23,43.8,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055622,4.94,4.94,33.56,35.74,5.47,25.22,Live_RPC (ethereum-rpc.publicnode.com),25911598,1684,2079,"ETH,BNB,XRP,SOL,TRX"
20260905_210255,2026-09-05 21:02:55,2026-09-05 14:02:55 UTC,ETH,Altcoin,2456.09,2388.5495,2036.9565,2737.744,90.82,0.8971,5.4,0.9591,43.59,1.213,60.65,51.22,48.69,CÂN BẰNG,GIỮ NGUYÊN TỶ TRỌNG CHUẨN,7.15,46.2,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.23,43.8,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055622,4.94,4.94,33.56,35.74,5.47,25.22,Live_RPC (ethereum-rpc.publicnode.com),25911598,1684,2079,"ETH,BNB,XRP,SOL,TRX"
20260905_210255,2026-09-05 21:02:55,2026-09-05 14:02:55 UTC,BNB,Altcoin,762.17,686.781,620.6305,875.0788,94.1,0.871,3.94,0.9559,50.71,0.9753,48.77,51.58,49.03,CÂN BẰNG,GIỮ NGUYÊN TỶ TRỌNG CHUẨN,7.15,46.2,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.23,43.8,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055622,4.94,4.94,33.56,35.74,5.47,25.22,Live_RPC (ethereum-rpc.publicnode.com),25911598,1684,2079,"ETH,BNB,XRP,SOL,TRX"
20260905_210255,2026-09-05 21:02:55,2026-09-05 14:02:55 UTC,XRP,Altcoin,1.414,1.3546,1.2745,1.7662,93.6,0.8006,0.03,0.9707,68.41,0.8836,44.18,53.08,50.46,CÂN BẰNG,GIỮ NGUYÊN TỶ TRỌNG CHUẨN,7.15,46.2,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.23,43.8,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055622,4.94,4.94,33.56,35.74,5.47,25.22,Live_RPC (ethereum-rpc.publicnode.com),25911598,1684,2079,"ETH,BNB,XRP,SOL,TRX"
20260905_210255,2026-09-05 21:02:55,2026-09-05 14:02:55 UTC,SOL,Altcoin,102.81,96.977,82.3522,123.9026,91.34,0.8298,1.65,1.0047,47.96,0.7104,35.52,47.38,45.04,CÂN BẰNG,GIỮ NGUYÊN TỶ TRỌNG CHUẨN,7.15,46.2,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.23,43.8,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055622,4.94,4.94,33.56,35.74,5.47,25.22,Live_RPC (ethereum-rpc.publicnode.com),25911598,1684,2079,"ETH,BNB,XRP,SOL,TRX"
20260905_210255,2026-09-05 21:02:55,2026-09-05 14:02:55 UTC,TRX,Altcoin,0.3332,0.3358,0.3245,0.31,28.01,1.0747,15.26,0.8358,28.84,0.9314,46.57,27.14,25.8,ĐỊNH GIÁ THẤP,TÍCH LŨY MẠNH (+Tỷ trọng),7.15,46.2,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.23,43.8,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055622,4.94,4.94,33.56,35.74,5.47,25.22,Live_RPC (ethereum-rpc.publicnode.com),25911598,1684,2079,"ETH,BNB,XRP,SOL,TRX"
20260905_210255,2026-09-05 21:02:55,2026-09-05 14:02:55 UTC,PAXG,Hedge,4431.6,,,,,,,,,,,,,Phòng thủ Vĩ mô,Bảo hiểm tài sản,5.47,46.2,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.23,43.8,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055622,4.94,4.94,33.56,35.74,5.47,25.22,Live_RPC (ethereum-rpc.publicnode.com),25911598,1684,2079,"ETH,BNB,XRP,SOL,TRX"
20260905_210255,2026-09-05 21:02:55,2026-09-05 14:02:55 UTC,USDT,Cash,1.0,,,,,,,,,,,,,Thanh khoản Chờ Gom,Dry Powder,25.22,46.2,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.23,43.8,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055622,4.94,4.94,33.56,35.74,5.47,25.22,Live_RPC (ethereum-rpc.publicnode.com),25911598,1684,2079,"ETH,BNB,XRP,SOL,TRX"
